,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,910.0,910.0,910.0,372.0,372.0,372.0,1234.0,1234.0,1234.0
min,0.0,-6.1632,-5.3771,1.5898,-4.0247,-8.2562,0.0,-1.1924,-6.0793
max,3.1313,-0.2497,7.7965,9.009,6.2124,4.6124,4.0402,1.5592,2.9087
mean,0.3944,-1.3117,0.0651,2.8443,2.1211,0.0067,1.0294,0.3399,0.0298
median,0.2856,-1.102,0.0773,2.5623,1.9078,0.0663,0.9888,0.3028,0.0341
std,0.4125,0.8579,0.8563,1.0513,1.0175,1.0814,0.5007,0.5038,0.65
skew,2.1861,-1.7111,0.4371,2.036,0.2917,-2.3103,0.6721,0.2013,-0.9364
kurtosis,7.4129,3.9887,11.6258,5.8094,5.2067,19.0699,1.5908,-0.7412,9.1118
