,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,702.0,702.0,702.0,2676.0,2676.0,2676.0,3178.0,3178.0,3178.0
min,1.5728,-1.4968,-7.3188,0.0,-9.8091,-18.9672,0.0,-1.2039,-3.8868
max,9.6886,8.9965,7.5,4.8495,0.0,6.3073,3.451,1.5641,3.8542
mean,2.7813,2.1223,0.0717,0.3197,-1.0309,0.0857,0.9269,0.3999,-0.0009
median,2.4821,1.9426,0.0822,0.2121,-0.7798,0.082,0.8637,0.3436,0.0247
std,1.1417,0.9864,1.2594,0.4003,0.885,0.9059,0.477,0.4539,0.6965
skew,2.5381,1.9858,-0.266,3.2614,-2.7752,-3.9602,0.6299,0.3175,-0.3726
kurtosis,8.8392,8.8549,8.356,18.6132,13.4245,82.4315,0.2447,-0.4632,3.7088
