,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1343.0,1343.0,1343.0,263.0,263.0,263.0,910.0,910.0,910.0
min,0.0,-0.8799,-3.3413,1.1703,-2.1867,-8.9712,0.0,-5.6933,-5.925
max,2.6034,1.0868,2.439,15.9604,4.7416,4.6392,3.0013,-0.1668,4.7341
mean,0.6401,0.2169,0.0322,2.0661,1.5146,-0.0314,0.2369,-0.8176,0.0398
median,0.5819,0.175,0.0399,1.7645,1.3944,0.0478,0.1627,-0.655,0.0653
std,0.3509,0.3301,0.4736,1.1628,0.7949,1.0822,0.2723,0.5905,0.6325
skew,0.8051,0.3498,-0.6377,7.0755,0.5915,-2.8418,3.2734,-2.5799,-1.12
kurtosis,0.9384,-0.4103,6.5521,76.6202,5.2803,25.1171,19.0182,10.9441,19.3354
