,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1876.0,1876.0,1876.0,4611.0,4611.0,4611.0,1065.0,1065.0,1065.0
min,0.0,-9.297,-8.3161,0.0,-0.7856,-7.4482,1.0476,-2.3658,-10.4459
max,5.2069,-0.3883,6.0597,2.5034,1.0403,4.0898,9.684,8.9958,6.1373
mean,0.337,-1.0933,0.0116,0.533,0.08,0.0626,2.0243,1.5243,-0.0069
median,0.1993,-0.8643,0.0408,0.472,0.0345,0.0669,1.7571,1.3422,0.0539
std,0.4589,0.7601,0.8543,0.3576,0.3526,0.4962,0.9641,0.874,0.9752
skew,4.1564,-3.6917,-1.2206,0.8524,0.4614,-0.9126,3.0904,2.3154,-0.9355
kurtosis,26.3986,22.9383,15.9692,0.7973,-0.4921,16.2077,14.5363,14.0596,18.264
