strategy_name,strategy,starting_capital,symbol,annual_return,std,sr,max_dd,dd_duration,current_capital,status
Strat_1,Short_Open,10000,XLU,22.49,26.58,0.84,-55.2,1006.0,9360.8,active
Strat_1,Short_Open,10000,SPY,19.82,12.46,1.59,-16.04,505.0,15162.3,active
Strat_1,Short_Open,10000,AMLP,77.27,41.41,1.87,-56.7,492.0,9870.53,active
Strat_1,Short_Open,10000,XLI,99.0,99.0,99.0,99.0,99.0,11126.34,discontinued
Strat_1,Short_Open,10000,USO,99.0,99.0,99.0,99.0,99.0,10655.9,discontinued
Strat_2,Long_Short_Open,100000,SPY,31,99.0,99.0,99.0,99.0,100000,active
