,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1199.0,1199.0,1199.0,1009.0,1009.0,1009.0,307.0,307.0,307.0
min,0.0,-0.7898,-2.7474,0.0,-9.6154,-3.0278,1.2312,-1.7404,-9.0282
max,2.0275,1.2006,2.8991,3.0262,-0.1537,3.8327,9.4319,8.7814,5.6329
mean,0.7381,0.265,0.033,0.2899,-0.8933,0.0263,2.1852,1.65,-0.1541
median,0.7012,0.215,0.033,0.2235,-0.7246,0.0,1.8958,1.4369,-0.0778
std,0.3538,0.3683,0.3951,0.2795,0.7054,0.4686,0.9801,0.8744,1.0246
skew,0.4272,0.3538,0.1964,2.4847,-4.4969,1.4217,3.2121,2.6233,-3.089
kurtosis,-0.3454,-0.6261,6.8658,12.7563,37.6648,15.5068,15.425,15.9386,28.1156
