,open_low_0,open_close_0,gap_0,open_low_2,open_close_2,Gap_2,open_low_1,open_close_1,Gap_1
count,599.0,599.0,599.0,4411.0,4411.0,4411.0,1546.0,1546.0,1546.0
min,1.7986,-2.0,-8.3092,0.0,-1.2493,-9.9741,0.0,-14.3038,-16.0364
max,16.5333,14.8649,22.1097,3.748,1.8223,8.0987,8.8789,-0.566,9.0426
mean,3.4783,2.6131,0.2004,0.7742,0.2182,0.0493,0.3968,-1.6144,-0.0306
median,2.8598,2.2108,0.1764,0.662,0.124,0.0612,0.2013,-1.1956,0.0
std,1.8886,1.6438,2.0437,0.5392,0.5605,0.7602,0.6437,1.4067,1.3658
skew,2.9128,2.8167,2.2519,0.8437,0.535,-0.3539,5.1455,-3.9842,-0.9706
kurtosis,11.178,13.617,24.44,0.4677,-0.4403,16.4563,43.7006,21.3291,22.2331
