,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1394.0,1394.0,1394.0,338.0,338.0,338.0,785.0,785.0,785.0
min,0.0,-1.1737,-14.813,1.2037,-2.6514,-7.2558,0.0,-7.0917,-6.6381
max,2.6752,1.1193,2.8197,15.3962,6.3505,3.8744,4.736,-0.3049,6.3034
mean,0.6042,0.1266,-0.0086,2.2965,1.753,-0.0723,0.3185,-1.1438,0.1579
median,0.5234,0.0736,0.0596,1.9944,1.5637,-0.0647,0.2022,-0.9211,0.1401
std,0.3993,0.3892,0.769,1.0978,0.8618,1.1576,0.4153,0.7504,0.9558
skew,0.7858,0.4118,-6.6095,5.6818,0.9828,-1.0751,4.3714,-2.7671,0.353
kurtosis,0.3591,-0.3699,109.2745,59.2917,4.9108,7.2008,30.8361,12.1125,8.9473
