strat,ticker,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,stop_price
Short_Open,XLU,61.19,10000.0,0.12,1200.0,19,at_open,0.993,at_close
Short_Open,XLI,117.66,10000.0,2.0,20000.0,169,at_open,0.994031,at_close
Short_Open,AMLP,45.31,10000.0,2.0,20000.0,441,at_open,0.99251,at_close
Short_Open,SPY,496.76,10000.0,2.0,20000.0,40,at_open,0.996044,at_close
