strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price
Strat_1,XLU,SELL,79.8,7026.99,0.12,843.24,10,at_open,0.981,0.019,at_close
Strat_1,USO,SELL,73.85,5691.01,4.0,22764.04,308,at_open,0.971905,0.028095,at_close
Strat_1,XLI,SELL,135.0,9855.25,2.165,21336.62,158,at_open,0.994031,0.005969,at_close
Strat_1,AMLP,HOLD,51.4,4796.38,1.305,6259.28,121,at_open,0.996918,0.003082,at_close
Strat_1,SPY,HOLD,594.54,29277.98,4.0,117111.92,196,at_open,0.998378,0.001622,at_close
Strat_2,SPY,BUY,594.54,99044.48,1.63,161442.5,271,at_open,at_close,0.38,at_close
Strat_1,XLU,SELL,79.8,7043.01,0.07,493.01,6,at_open,0.993,0.007,at_close
Strat_1,USO,SELL,73.85,5614.01,3.89,21838.5,295,at_open,0.971905,0.028095,at_close
Strat_1,XLI,SELL,135.0,9982.61,2.44,24357.57,180,at_open,0.994031,0.005969,at_close
Strat_1,AMLP,SELL,51.4,4796.38,1.305,6259.28,121,at_open,0.99251,0.00749,at_close
Strat_1,SPY,SELL,594.54,29277.98,4.0,117111.92,196,at_open,0.996044,0.003956,at_close
