strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price
Strat_1,AMLP,SELL,47.93,5630.97,2.305,12979.39,270,at_open,0.99251,0.00749,at_close
Strat_1,IVE,SELL,183.94,3904.35,4.0,15617.4,84,at_open,0.995226,0.004774,at_close
Strat_1,IVW,HOLD,95.78,4117.65,1.475,6073.53,63,at_open,0.996572,0.003428,at_close
Strat_1,IWM,HOLD,196.07,6157.18,3.86,23766.71,121,at_open,0.997386,0.002614,at_close
Strat_1,SPY,HOLD,558.47,3303.4,4.0,13213.6,23,at_open,0.998378,0.001622,at_close
Strat_1,USO,SELL,64.52,4247.2,4.0,16988.8,263,at_open,0.971905,0.028095,at_close
Strat_1,XLF,SELL,48.75,4096.71,4.0,16386.84,336,at_open,0.99338,0.00662,at_close
Strat_1,XLI,SELL,132.21,4377.84,2.72,11907.72,90,at_open,0.994031,0.005969,at_close
Strat_1,XLU,SELL,79.13,6797.02,2.735,18589.85,234,at_open,0.993,0.007,at_close
Strat_1,XLV,HOLD,136.64,5609.51,1.3,7292.36,53,at_open,0.998411,0.001589,at_close
Strat_2,SPY,BUY,558.47,101168.09,0.725,73346.87,131,at_open,at_close,0.38,at_close
