0
labels
open_low
open_close
gap
open_high
low_close
high_close
high_low
Dividends
Volume
GLD_mom1
GLD_mom2
GLD_mom3
GLD_mom4
GLD_mom5
GLD_mom10
GLD_mom15
GLD_mom20
GLD_mom60
GLD_mom120
GLD_mom180
GLD_mom240
last_day
