0
Volume
Dividends
open_low
open_close
open_high
high_low
low_close
high_close
gap
XOP_mom1
XOP_mom2
XOP_mom3
XOP_mom4
XOP_mom5
XOP_mom10
XOP_mom15
XOP_mom20
XOP_mom60
XOP_mom120
XOP_mom180
XOP_mom240
SPY_mom1
SPY_mom2
SPY_mom3
SPY_mom4
SPY_mom5
SPY_mom10
SPY_mom15
SPY_mom20
SPY_mom60
SPY_mom120
SPY_mom180
SPY_mom240
USO_mom1
USO_mom2
USO_mom3
USO_mom4
USO_mom5
USO_mom10
USO_mom15
USO_mom20
USO_mom60
USO_mom120
USO_mom180
USO_mom240
ATR
MACD
open_gap
labels
