0
Volume
Dividends
open_low
open_close
open_high
high_low
low_close
high_close
gap
IVW_mom1
IVW_mom2
IVW_mom3
IVW_mom4
IVW_mom5
IVW_mom10
IVW_mom15
IVW_mom20
IVW_mom60
IVW_mom120
IVW_mom180
IVW_mom240
SPY_mom1
SPY_mom2
SPY_mom3
SPY_mom4
SPY_mom5
SPY_mom10
SPY_mom15
SPY_mom20
SPY_mom60
SPY_mom120
SPY_mom180
SPY_mom240
TLT_mom1
TLT_mom2
TLT_mom3
TLT_mom4
TLT_mom5
TLT_mom10
TLT_mom15
TLT_mom20
TLT_mom60
TLT_mom120
TLT_mom180
TLT_mom240
ATR
MACD
diff_Close_8
diff_Close_25
diff_Close_50
diff_Close_100
diff_Close_200
diff_8_50
diff_50_100
diff_50_200
open_gap
labels
