0
labels
open_low
open_close
gap
open_high
low_close
high_close
high_low
Dividends
Volume
BTC-USD_mom1
BTC-USD_mom2
BTC-USD_mom3
BTC-USD_mom4
BTC-USD_mom5
BTC-USD_mom10
BTC-USD_mom15
BTC-USD_mom20
BTC-USD_mom60
BTC-USD_mom120
BTC-USD_mom180
BTC-USD_mom240
last_day
