,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,305.0,305.0,305.0,871.0,871.0,871.0,160.0,160.0,160.0
min,0.0,0.0,-17.7252,0.0,0.0,-1.5109,0.0,0.0,2.4317
max,0.0,0.0,-1.5177,0.0,0.0,2.4063,0.0,0.0,14.2323
mean,0.0,0.0,-3.3064,0.0,0.0,0.2746,0.0,0.0,4.5504
median,0.0,0.0,-2.696,0.0,0.0,0.142,0.0,0.0,3.5628
std,0.0,0.0,2.2638,0.0,0.0,0.9986,0.0,0.0,2.4387
skew,,,-3.5536,,,0.2359,,,1.7982
kurtosis,,,16.944,,,-0.8533,,,2.8346
