,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,909.0,909.0,909.0,292.0,292.0,292.0,473.0,473.0,473.0
min,0.0,-1.6624,-4.3146,1.7568,-0.1483,-8.6518,0.0,-34.2803,-11.8531
max,3.2116,1.7184,3.75,29.1421,18.4294,7.4056,6.554,-0.1766,13.6933
mean,1.0726,0.2597,-0.1204,3.2213,2.456,0.1217,0.505,-1.9604,0.4316
median,1.0091,0.2395,-0.054,2.8274,2.0861,0.2572,0.3572,-1.5939,0.3983
std,0.5556,0.6578,1.0556,2.0828,1.7146,1.6021,0.5849,1.9449,1.5789
skew,0.4651,-0.033,-0.3286,8.2575,6.0464,-0.6934,4.2399,-10.6891,0.2993
kurtosis,0.0677,-0.6783,1.2118,90.3935,50.8253,4.8275,31.1158,164.3269,18.4332
