,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,487.0,487.0,487.0,315.0,315.0,315.0,202.0,202.0,202.0
min,0.0,-1.3952,-4.3146,0.0,-6.338,-5.9759,1.6393,0.2323,-5.0873
max,3.2116,1.6809,3.75,2.2022,0.0673,5.8685,7.2821,6.5254,4.4194
mean,1.1979,0.3182,-0.1707,0.4639,-1.7537,0.3921,2.8797,2.2512,0.1101
median,1.1594,0.3639,-0.1017,0.3659,-1.4901,0.4156,2.7082,2.0713,0.2025
std,0.5172,0.621,1.1559,0.3933,1.0637,1.3694,0.8874,0.8625,1.4144
skew,0.4311,-0.1745,-0.3016,1.327,-1.4235,-0.143,1.5511,1.1362,-0.5511
kurtosis,0.3368,-0.6019,0.7933,2.0227,2.9212,3.0198,3.791,3.1009,1.484
