,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,595.0,595.0,595.0,381.0,381.0,381.0,2449.0,2449.0,2449.0
min,0.0,-25.4702,-1.1087,4.2606,-1.8921,-1.0709,0.0,-3.329,-1.1216
max,18.1523,-2.517,1.4646,38.5825,37.1869,2.943,9.093,3.8422,6.9121
mean,0.853,-5.4,0.0156,8.4897,6.1164,0.0001,1.5449,0.0887,0.0061
median,0.4344,-4.4423,0.0004,7.1442,5.4555,0.0,1.1715,0.0167,0.0
std,1.4197,3.0577,0.1932,4.1957,3.4824,0.2458,1.3501,1.3884,0.2082
skew,5.6382,-2.3086,1.6303,2.3949,2.7613,3.9849,1.2497,0.3106,18.469
kurtosis,51.5751,7.7592,15.9585,9.2788,17.3196,55.6256,1.909,-0.3171,550.565
