,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,699.0,699.0,699.0,2430.0,2430.0,2430.0,3427.0,3427.0,3427.0
min,1.2534,-2.2234,-8.9704,0.0,-7.9734,-6.0637,0.0,-0.7669,-3.3455
max,15.9549,9.0073,6.1992,3.3351,0.0498,8.2278,2.6324,1.2285,2.9024
mean,2.2291,1.6726,0.0715,0.2396,-0.8624,-0.0424,0.6924,0.2685,0.0885
median,1.8878,1.469,0.0979,0.1589,-0.6847,0.0,0.6455,0.2144,0.0851
std,1.1741,0.8911,1.1163,0.2925,0.6926,0.7269,0.3705,0.3639,0.4901
skew,4.5629,2.2638,-0.8334,2.9982,-3.1518,-0.2907,0.7006,0.4021,0.0416
kurtosis,35.8351,15.9443,13.6134,17.0561,16.7665,18.6108,0.6118,-0.5216,3.7165
