,open_close_green,open_high_green,open_low_green,open_close_red,open_high_red,open_low_red
count,1247.0,1247.0,1247.0,1029.0,1029.0,1029.0
min,-4.7994,0.0295,0.0,0.0023,-0.0,0.0348
max,0.0,5.3238,5.5406,5.6623,6.5163,5.7857
mean,-0.5366,0.7572,0.3169,0.6021,0.2913,0.916
median,-0.38,0.5756,0.1978,0.3894,0.1806,0.7014
std,0.5572,0.6369,0.4081,0.6498,0.4203,0.7211
skew,-2.7112,2.7238,4.8223,2.1489,6.3646,1.7759
kurtosis,11.8757,11.5478,39.182,6.7306,66.552,4.263
