,open_close_green,open_high_green,open_low_green,open_close_red,open_high_red,open_low_red
count,1053.0,1053.0,1053.0,1224.0,1224.0,1224.0
min,0.0,-0.0,0.0366,-4.7986,0.0542,0.0
max,5.6619,6.5199,5.7845,-0.002,5.3323,5.5384
mean,0.5943,0.2941,0.9046,-0.5475,0.7697,0.3242
median,0.3705,0.1859,0.6798,-0.3851,0.581,0.1975
std,0.6573,0.4192,0.7257,0.5629,0.6534,0.4201
skew,2.2139,6.2921,1.8366,-2.6839,2.811,4.6526
kurtosis,7.0632,65.725,4.5298,11.529,12.1643,35.9612
