,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,742.0,742.0,742.0,355.0,355.0,355.0,1418.0,1418.0,1418.0
min,0.0,-7.0946,-14.813,1.2078,-2.6913,-7.2562,0.0,-0.8165,-4.7924
max,4.7266,-0.4656,6.2829,15.3614,6.3449,3.8575,3.2489,1.1242,2.8139
mean,0.3291,-1.2038,0.0733,2.2899,1.756,-0.0906,0.6013,0.1099,0.0469
median,0.2069,-0.9765,0.107,1.996,1.5629,-0.0647,0.516,0.0581,0.0807
std,0.4255,0.7495,1.1876,1.0855,0.8522,1.1566,0.4072,0.3931,0.6457
skew,4.2585,-2.7925,-3.042,5.5932,1.0321,-1.0552,0.9344,0.4445,-0.8873
kurtosis,29.038,12.1529,40.1364,58.5885,4.8106,6.8507,1.4174,-0.4528,6.1965
