,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1005.0,1005.0,1005.0,1233.0,1233.0,1233.0,279.0,279.0,279.0
min,0.0,-6.1807,-6.8903,0.0,-0.5906,-4.4644,1.1311,-1.8009,-10.6821
max,3.9496,-0.1256,6.0771,1.9071,1.1213,4.1973,9.2167,5.6963,6.8005
mean,0.2722,-0.8017,0.0629,0.6472,0.2498,0.0366,2.0756,1.5729,-0.1611
median,0.1837,-0.623,0.0569,0.5969,0.2106,0.0432,1.8373,1.4077,-0.0308
std,0.3302,0.6141,0.7594,0.3449,0.3324,0.5802,0.9622,0.7674,1.4893
skew,4.1541,-2.5629,-0.0544,0.5798,0.3938,-0.4507,3.1124,1.03,-2.0958
kurtosis,30.8334,11.3126,14.0846,-0.0921,-0.5988,8.054,14.8715,5.5406,17.7179
