0
labels
Open
High
Low
Close
Volume
Dividends
Stock Splits
Capital Gains
open_low
open_close
open_high
high_low
low_close
high_close
gap
QQQ_mom1
QQQ_mom2
QQQ_mom3
QQQ_mom4
QQQ_mom5
QQQ_mom10
QQQ_mom15
QQQ_mom20
QQQ_mom60
QQQ_mom120
QQQ_mom180
QQQ_mom240
rsi
macd_values
macd_signal_line
atr
bband_up
bband_mid
bband_low
hammer
hanging_man
engulfing_pattern
dark_cloud
piercing_line
morning_star
evening_star
shooting_star
inverted_hammer
harami
harami_cross
belt_hold
upsidegap_two_crows
three_black_crows
three_white_soldiers
advance_block
stalled_pattern
counterattack
tasuki
rf_three_methods
separating_lines
long_legged_doji
gravestone_doji
dragonfly_doji
tristar_doji
last_day
