,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,166.0,166.0,166.0,329.0,329.0,329.0,511.0,511.0,511.0
min,1.2217,-0.101,-4.3448,0.0,-4.6245,-3.07,0.0402,-1.2164,-2.3818
max,5.0415,4.9632,5.8025,2.363,-0.2338,3.6091,2.4539,1.1929,1.6854
mean,2.1265,1.6828,0.1182,0.3327,-1.1224,0.1193,0.8257,0.2211,-0.0019
median,1.9577,1.5242,0.0958,0.2591,-0.96,0.0853,0.7965,0.221,0.0214
std,0.6662,0.702,1.0274,0.3192,0.6732,0.7207,0.3929,0.4194,0.5661
skew,1.4107,1.0995,0.8601,2.0617,-1.7503,0.8273,0.5204,-0.0015,-0.2795
kurtosis,2.5132,2.9057,7.9313,6.5208,4.2866,6.0908,0.3426,-0.703,1.138
