0
labels
Open
High
Low
Close
Volume
Dividends
Stock Splits
Capital Gains
open_low
open_close
open_high
high_low
low_close
high_close
gap
GDX_mom1
GDX_mom2
GDX_mom3
GDX_mom4
GDX_mom5
GDX_mom10
GDX_mom15
GDX_mom20
GDX_mom60
GDX_mom120
GDX_mom180
GDX_mom240
rsi
macd_values
macd_signal_line
atr
bband_up
bband_mid
bband_low
hammer
hanging_man
engulfing_pattern
dark_cloud
piercing_line
morning_star
evening_star
shooting_star
inverted_hammer
harami
harami_cross
belt_hold
upsidegap_two_crows
three_black_crows
three_white_soldiers
advance_block
stalled_pattern
counterattack
tasuki
rf_three_methods
separating_lines
long_legged_doji
gravestone_doji
dragonfly_doji
tristar_doji
last_day
