,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,717.0,717.0,717.0,384.0,384.0,384.0,1414.0,1414.0,1414.0
min,0.0,-34.2803,-11.8531,2.0823,0.6355,-8.6518,0.0,-1.5953,-4.7677
max,6.554,-0.1766,13.6933,29.1421,18.4294,9.6954,3.7568,1.9791,7.0707
mean,0.5368,-2.0938,0.3985,3.6818,2.9489,0.0564,1.1597,0.3423,-0.0645
median,0.3947,-1.6996,0.3748,3.2449,2.574,0.1642,1.0746,0.3405,-0.0302
std,0.5696,1.7932,1.5204,1.9546,1.6763,1.7592,0.6455,0.6986,1.138
skew,3.4802,-9.2148,0.3741,7.2847,4.7114,0.0406,0.6188,0.1112,0.0469
kurtosis,23.4306,148.0056,13.9964,81.9261,37.0209,4.7967,0.1743,-0.7401,1.9876
