Date,return
1999-12-06,-0.001652892561983436
1999-12-07,0.004922067268252561
1999-12-08,-0.004958677685950454
1999-12-09,-0.0
1999-12-10,-0.0024958402662229088
1999-12-13,-0.0016652789342214466
1999-12-14,0.0
1999-12-15,-0.011608623548922102
1999-12-16,-0.008375209380234476
1999-12-17,0.0041356492969396785
1999-12-20,0.008467400508044001
1999-12-21,0.0041771094402672454
1999-12-22,0.0016764459346185728
1999-12-23,0.001668056713928238
1999-12-27,-0.0017137960582690294
1999-12-28,0.0
1999-12-29,0.0
1999-12-30,0.00775862068965516
1999-12-31,0.028181041844577138
2000-01-03,-0.000875656742556899
2000-01-04,0.021660649819494605
2000-01-05,-0.0017605633802816527
2000-01-06,-0.0017636684303350594
2000-01-07,-0.0
2000-01-10,-0.004359197907585066
2000-01-11,-0.015859030837004382
2000-01-12,-0.009795191451469228
2000-01-13,0.0008984725965857849
2000-01-14,0.0008912655971479311
2000-01-18,-0.002685765443151241
2000-01-19,0.0017889087656529135
2000-01-20,0.021371326803205717
2000-01-21,-0.001724137931034446
2000-01-24,-0.012237762237762132
2000-01-25,-0.0017905102954341606
2000-01-26,-0.0026978417266188075
2000-01-27,-0.0009049773755657523
2000-01-28,-0.0054595086442220655
2000-01-31,0.0017391304347825717
2000-02-01,-0.002629272567922819
2000-02-02,0.0008802816901408263
2000-02-03,0.008818342151675453
2000-02-04,-0.004432624113475083
2000-02-07,0.012455516014234926
2000-02-08,0.0026619343389530734
2000-02-09,0.01153504880212946
2000-02-10,0.0
2000-02-11,0.0
2000-02-14,-0.0018298261665141422
2000-02-15,-0.0027522935779817556
2000-02-16,0.0
2000-02-17,-0.009267840593141766
2000-02-18,0.0038498556304137773
2000-02-22,0.001932367149758413
2000-02-23,0.0069033530571992385
2000-02-24,0.0030612244897958527
2000-02-25,0.0030769230769230114
2000-02-28,0.0009970089730807366
2000-02-29,0.035643564356435765
2000-03-01,0.010436432637571273
2000-03-02,-0.019408502772643166
2000-03-03,0.011915673693858916
2000-03-06,-0.016022620169651267
2000-03-07,-0.010496183206106985
2000-03-08,0.009469696969696935
2000-03-09,0.0009398496240601303
2000-03-10,0.016917293233082678
2000-03-13,-0.008434864104967185
2000-03-14,0.00943396226415091
2000-03-15,0.01782363977485924
2000-03-16,0.008122743682310456
2000-03-17,-0.0044802867383513184
2000-03-20,0.008093525179856103
2000-03-21,0.009049773755656236
2000-03-22,0.007414272474513445
2000-03-23,-0.007285974499089259
2000-03-24,-0.006439742410303614
2000-03-27,0.001814882032667838
2000-03-28,-0.01276207839562432
2000-03-29,0.0
2000-03-30,0.007181328545780976
2000-03-31,-0.0035714285714284954
2000-04-03,0.023049645390070903
2000-04-04,0.024496937882764754
2000-04-05,0.009499136442141575
2000-04-06,0.0034305317324184515
2000-04-07,-0.0068846815834767705
2000-04-10,0.008620689655172384
2000-04-11,-0.009243697478991548
2000-04-12,-0.0008333333333333156
2000-04-13,-0.0008319467554076363
2000-04-14,-0.0017271157167529857
2000-04-17,-0.0017543859649122432
2000-04-18,0.004374453193350894
2000-04-19,-0.006932409012131722
2000-04-20,0.00518134715025911
2000-04-24,0.007569386038687961
2000-04-25,-0.0
2000-04-26,0.009819967266775859
2000-04-27,0.0
2000-04-28,-0.009212730318257908
2000-05-01,0.006700167504187611
2000-05-02,0.00173761946133793
2000-05-03,-0.012998266897746845
2000-05-04,-0.006938421509106685
2000-05-05,0.011255411255411322
2000-05-08,-0.006018916595012922
2000-05-09,0.004314063848145014
2000-05-10,0.0033869602032175396
2000-05-11,-0.002502085070892357
2000-05-12,-0.00423728813559328
2000-05-15,-0.0024937655860348597
2000-05-16,0.008347245409014995
2000-05-17,-0.008481764206955168
2000-05-18,0.019343986543313745
2000-05-19,0.00685518423307627
2000-05-22,0.002553191489361648
2000-05-23,0.011274934952298421
2000-05-24,0.0025575447570331936
2000-05-25,0.01647875108412847
2000-05-26,0.007653061224489784
2000-05-30,0.005063291139240548
2000-05-31,-0.003358522250209985
2000-06-01,0.004166666666666726
2000-06-02,-0.013377926421404692
2000-06-05,0.006849315068493157
2000-06-06,-0.00752508361204027
2000-06-07,-0.0
2000-06-08,-0.0
2000-06-09,-0.003270645952575564
2000-06-12,-0.006573541495480696
2000-06-13,0.0056270096463022735
2000-06-14,-0.0
2000-06-15,-0.0008116883116882944
2000-06-16,0.013957307060755332
2000-06-19,-0.00807754442649446
2000-06-20,0.006530612244897965
2000-06-21,0.004882017900732199
2000-06-22,0.001638001638001603
2000-06-23,0.007346938775510192
2000-06-26,-0.0032760032760033512
2000-06-27,-0.0008417508417509732
2000-06-28,0.018363939899833107
2000-06-29,-0.001697792869269913
2000-06-30,0.023457862728062516
2000-07-03,-0.029535864978902926
2000-07-05,-0.0
2000-07-06,-0.003341687552213945
2000-07-07,0.00827129859387921
2000-07-10,0.0
2000-07-11,0.005843071786310541
2000-07-12,0.002493765586035007
2000-07-13,0.002481389578163719
2000-07-14,-0.005033557046979908
2000-07-17,0.0025380710659897937
2000-07-18,0.015280135823429668
2000-07-19,-0.0033613445378152034
2000-07-20,0.00854700854700867
2000-07-21,-0.004230118443316473
2000-07-24,0.015280135823429668
2000-07-25,0.0050505050505049425
2000-07-26,0.006796941376380635
2000-07-27,0.006825938566552906
2000-07-28,0.010300429184549289
2000-07-31,0.005988023952095833
2000-08-01,0.002512562814070447
2000-08-02,-0.0
2000-08-03,-0.011513157894736888
2000-08-04,0.002481389578163719
2000-08-07,0.018653690186536936
2000-08-08,-0.0024979184013321698
2000-08-09,0.0
