Date,return
2001-05-11,0.0016825574873808827
2001-05-14,0.0
2001-05-15,0.0011286681715575381
2001-05-16,0.0075440067057836275
2001-05-17,0.00027412280701768414
2001-05-18,-0.00515463917525767
2001-05-21,0.002972972972972958
2001-05-22,0.0029224229543039167
2001-05-23,-0.0071390798519302785
2001-05-24,0.0059556036816458815
2001-05-25,0.0005357621216180854
2001-05-29,0.0021592442645075685
2001-05-30,-0.0010934937124111304
2001-05-31,0.0047091412742382745
2001-06-01,0.006620689655172468
2001-06-04,0.004634678298800482
2001-06-05,0.0
2001-06-06,0.0
2001-06-07,-0.003472222222222101
2001-06-08,0.0002660281989890399
2001-06-11,0.0
2001-06-12,-0.005422993492407885
2001-06-13,0.004598322964565911
2001-06-14,-0.008938244853737764
2001-06-15,-0.00138888888888881
2001-06-18,-0.0024848150193262373
2001-06-19,0.01001390820584143
2001-06-20,-0.007254464285714427
2001-06-21,-0.0022062879205735878
2001-06-22,0.0024786560176258965
2001-06-25,0.005329593267882324
2001-06-26,0.005367231638418015
2001-06-27,0.0019471488178025111
2001-06-28,0.0057867181041609496
2001-06-29,0.007074829931972735
2001-07-02,-0.0029427501337613545
2001-07-03,-0.0035587188612100345
2001-07-05,-0.009914624070503976
2001-07-06,0.006417410714285825
2001-07-09,-0.0036963321012225036
2001-07-10,0.0030985915492957586
2001-07-11,-0.0020091848450057483
2001-07-12,-0.008610792192881663
2001-07-13,-0.0025210084033614397
2001-07-16,-0.0008363534987453034
2001-07-17,0.0005670541536717642
2001-07-18,-0.01362625139043387
2001-07-19,0.01048752834467113
2001-07-20,-0.005340078695896508
2001-07-23,0.00674536256323783
2001-07-24,-0.0031143827859569486
2001-07-25,0.00230348401957977
2001-07-26,0.0025758443045219323
2001-07-27,0.0
2001-07-30,0.004238485447866589
2001-07-31,0.002546689303904819
2001-08-01,0.008498583569405221
2001-08-02,0.007533482142857031
2001-08-03,0.0011198208286673894
2001-08-06,-0.0014033118158856093
2001-08-07,0.0
2001-08-08,-0.009382996872334327
2001-08-09,0.004652515266065618
2001-08-10,-0.0034552260293693477
2001-08-13,0.005763688760806793
2001-08-14,0.0017147756501856293
2001-08-15,0.0005698005698004565
2001-08-16,-0.003422703936109656
2001-08-17,-0.008219954648526052
2001-08-20,-0.0008638065073421835
2001-08-21,-0.0005694760820044426
2001-08-22,0.008693132425384071
2001-08-23,-0.0014297969688303448
2001-08-24,-0.009562445667922498
2001-08-27,0.0
2001-08-28,-0.0011389521640090875
2001-08-29,0.003743161531816947
2001-08-30,-0.005492917028042926
2001-08-31,0.0032210834553440537
2001-09-04,-0.0020325203252032605
2001-09-05,0.002052184110231612
2001-09-06,-0.009152642456450994
2001-09-07,-0.009975816203143842
2001-09-10,-0.0076994148444718205
2001-09-17,0.06641837368094353
2001-09-18,-0.0026118184786157964
2001-09-19,-0.004314636574842435
2001-09-20,0.013265306122448878
2001-09-21,0.03359264497878369
2001-09-24,-0.011171171171171125
2001-09-25,-0.0031457532331352627
2001-09-26,-0.0031077348066298294
2001-09-27,-0.0
2001-09-28,-0.00724387719903418
2001-10-01,-0.0033990482664853112
2001-10-02,0.006491288008199566
2001-10-03,0.017235552551537733
2001-10-04,-0.0036351619299404966
2001-10-05,0.0013089005235601815
2001-10-08,0.013482407102926674
2001-10-09,0.002323265847992044
2001-10-10,0.0006693440428380045
2001-10-11,0.011966364812419063
2001-10-12,0.002546148949713617
2001-10-15,-0.0038314176245211047
2001-10-16,0.005725190839694647
2001-10-17,-0.008788449466415604
2001-10-18,0.005490956072351361
2001-10-19,-0.0013003901170351982
2001-10-22,0.0019267822736030418
2001-10-23,0.007638446849140624
2001-10-24,0.002242152466367722
2001-10-25,0.011139401654996862
2001-10-26,-0.009651307596513036
2001-10-29,-0.0028019925280198103
2001-10-30,-0.008259212198221143
2001-10-31,0.011359948068808875
2001-11-01,-0.002872646026173106
2001-11-02,-0.0015683814303638869
2001-11-05,-0.013897662665824425
2001-11-06,0.005603985056039732
2001-11-07,-0.00890116635972987
2001-11-08,0.0049443757725588285
2001-11-09,-0.007432641684732177
2001-11-12,0.008079552517091299
2001-11-13,-0.008668730650154834
2001-11-14,0.007297050775311705
2001-11-15,-0.004816375677302727
2001-11-16,-0.0027190332326285016
2001-11-19,0.0018110473890732015
2001-11-20,0.0
2001-11-21,-0.0021014710297208128
2001-11-23,-0.0012051822838204022
2001-11-26,0.0
2001-11-27,-0.0005908419497785266
2001-11-28,-0.005038529934795546
2001-11-29,-0.0033182503770738895
2001-11-30,-0.0032229709932610436
2001-12-03,-0.007710557532621531
2001-12-04,-0.0
2001-12-05,-0.010796615115261086
2001-12-06,-0.004567513559805783
2001-12-07,-0.003658879819870604
2001-12-10,-0.00028360748723760666
2001-12-11,0.007792207792207882
2001-12-12,0.0028702640642937517
2001-12-13,-0.008882521489971209
2001-12-14,0.0049591598599767125
2001-12-17,-0.0025959042399770235
2001-12-18,0.008491367110104849
2001-12-19,-0.008415147265077059
2001-12-20,0.0
2001-12-21,0.006318207926479002
2001-12-24,0.0025337837837836794
2001-12-26,-0.0002802690582959084
2001-12-27,0.0
2001-12-28,0.0038727524204702785
2001-12-31,0.002487562189054821
2002-01-02,-0.007871802080404867
2002-01-03,0.002506963788300733
2002-01-04,0.0016483516483517108
2002-01-07,-0.0010893246187363603
2002-01-08,0.0038748962081372974
2002-01-09,0.007660738714090319
2002-01-10,0.0016583747927032138
2002-01-11,0.0016483516483517108
2002-01-14,-0.0013904338153505078
2002-01-15,0.0022579734688116934
2002-01-16,-0.01149425287356332
