strat,ticker,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,pnl,eod_capital
Short_Open,XLU,61.89,10000.0,1.0,10000.0,161,61.82,60.65,0.019,62.06,61.68,62.17,-38.64,9961.36
Short_Open,USO,73.85,10000.0,1.0,10000.0,135,74.46,72.37,0.028095,73.65,73.26,74.74,109.35,10109.35
Short_Open,XLI,120.22,10000.0,4.0,40000.0,332,120.1,119.38,0.005969,120.61,120.0,120.94,-169.32,9830.68
Short_Open,AMLP,45.89,10000.0,4.0,40000.0,871,45.83,45.49,0.00749,45.47,45.38,46.15,313.56,10313.56
Short_Open,SPY,506.93,10000.0,4.0,40000.0,78,505.33,503.33,0.003956,506.19,504.96,506.86,-67.08,9932.92
