strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,HOLD,48.37,5219.06,3.23,16857.56,348,48.55,48.4,0.003082,48.2,48.01,48.81,True,0.0,5219.06
Strat_1,IVE,HOLD,179.57,4075.67,4.0,16302.68,90,178.93,178.66,0.00151,177.04,175.65,179.9,True,0.0,4075.67
Strat_1,IVW,HOLD,90.99,3986.26,1.95,7773.21,85,89.26,88.95,0.003428,88.38,87.16,89.96,True,0.0,3986.26
Strat_1,IWM,HOLD,186.76,6157.18,4.0,24628.72,131,185.7,185.21,0.002614,184.97,182.56,186.73,True,0.0,6157.18
Strat_1,SPY,HOLD,537.61,3383.26,4.0,13533.04,25,531.68,530.82,0.001622,525.66,520.29,537.89,True,0.0,3383.26
Strat_1,USO,HOLD,66.48,4079.8,4.0,16319.2,245,66.99,66.62,0.005506,67.75,66.99,67.97,False,0.0,4079.8
Strat_1,XLF,HOLD,47.27,4369.39,4.0,17477.56,369,47.17,47.08,0.002013,46.53,46.18,47.34,True,0.0,4369.39
Strat_1,XLI,SELL,126.35,4294.74,3.395,14580.64,115,125.74,124.99,0.005969,124.62,123.64,126.43,True,87.03,4381.77
Strat_1,XLU,HOLD,77.68,6475.03,2.14,13856.56,178,77.87,77.7,0.0022,76.98,76.72,78.17,True,0.0,6475.03
Strat_1,XLV,HOLD,137.69,5591.42,1.43,7995.73,58,138.12,137.9,0.001589,136.29,135.64,138.62,True,0.0,5591.42
Strat_2,SPY,BUY,537.61,99419.98,0.41,40762.19,75,531.68,at_close,0.38,525.66,520.29,537.89,nan,-451.49999999999864,98968.48
