strat,ticker,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,stop_price,low,high,pnl,eod_capital
Short_Open,XLU,61.19,10000.0,0.085,850.0000000000001,13,60.48,60.06,61.3,60.48,61.35,-10.66,9989.34
Short_Open,USO,72.22,10000.0,0.185,1850.0,25,71.77,69.75,72.84,71.77,73.2,-26.75,9973.25
Short_Open,AMLP,44.03,10000.0,2.0,20000.0,454,43.59,43.26,44.47,43.59,44.66,-399.52,9600.48
Short_Open,SPY,500.02,10000.0,2.0,20000.0,39,499.29,497.31,502.01,498.8,502.2,-106.08,9893.92
