strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,47.17,5204.11,3.3,17173.56,364,46.77,46.42,0.00749,45.81,44.95,46.77,True,128.63,5332.74
Strat_1,IVE,HOLD,180.92,3999.3,4.0,15997.2,88,177.73,177.46,0.00151,175.37,170.8,178.03,True,0.0,3999.3
Strat_1,IVW,HOLD,92.32,3986.26,2.075,8271.49,89,90.06,89.75,0.003428,88.73,85.99,90.39,True,0.0,3986.26
Strat_1,IWM,HOLD,189.68,6157.18,4.0,24628.72,129,184.52,184.04,0.002614,181.71,176.98,185.48,True,0.0,6157.18
Strat_1,SPY,HOLD,548.62,3383.26,4.0,13533.04,24,532.17,531.31,0.001622,524.58,509.32,533.5,True,0.0,3383.26
Strat_1,USO,HOLD,67.58,4079.8,4.0,16319.2,241,64.77,64.41,0.005506,65.32,63.6,65.47,True,0.0,4079.8
Strat_1,XLF,HOLD,47.23,4256.67,4.0,17026.68,360,46.53,46.44,0.002013,45.91,44.54,46.6,True,0.0,4256.67
Strat_1,XLI,SELL,126.76,4079.82,2.545,10383.14,81,124.46,122.17,0.018373,123.49,119.91,124.98,True,190.77,4270.59
Strat_1,XLU,SELL,75.97,6517.12,2.2,14337.66,188,75.4,74.87,0.007,75.4,73.83,76.28,True,100.36,6617.48
Strat_1,XLV,HOLD,138.76,5540.28,1.22,6759.14,48,137.7,137.48,0.001589,134.89,131.33,137.74,True,0.0,5540.28
Strat_2,SPY,BUY,548.62,100356.85,0.74,74264.07,135,532.17,at_close,0.38,524.58,509.32,533.5,nan,-1024.649999999989,99332.20000000001
