strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,49.48,5307.59,2.86,15179.71,306,49.46,49.09,0.00749,49.21,49.07,49.56,True,113.7,5421.29
Strat_1,IVE,SELL,182.5,3928.9,4.0,15715.6,86,181.81,180.94,0.004774,183.32,181.68,183.81,False,-129.86,3799.04
Strat_1,IVW,HOLD,94.04,4117.65,1.645,6773.53,72,93.67,93.35,0.003428,94.68,93.56,94.85,False,0.0,4117.65
Strat_1,IWM,HOLD,194.94,6157.18,4.0,24628.72,126,194.47,193.96,0.002614,196.09,193.01,196.86,True,0.0,6157.18
Strat_1,SPY,HOLD,550.85,3303.4,4.0,13213.6,23,548.91,548.02,0.001622,554.32,548.55,555.45,False,0.0,3303.4
Strat_1,USO,HOLD,67.76,4054.72,4.0,16218.88,239,66.69,66.32,0.005506,65.85,65.83,66.81,True,0.0,4054.72
Strat_1,XLF,SELL,48.17,4218.84,4.0,16875.36,350,48.18,47.86,0.00662,48.67,47.96,48.76,False,-171.5,4047.34
Strat_1,XLI,SELL,129.44,4463.92,2.745,12253.46,94,129.05,128.28,0.005969,130.28,128.94,130.54,False,-115.62,4348.3
Strat_1,XLU,SELL,78.69,6783.07,2.965,20111.8,255,78.58,78.03,0.007,79.3,78.25,79.43,False,-183.6,6599.47
Strat_1,XLV,HOLD,138.6,5609.51,0.63,3533.99,25,138.42,138.2,0.001589,139.28,137.73,139.97,True,0.0,5609.51
Strat_2,SPY,BUY,550.85,99803.68,0.73,72856.69,132,548.91,at_close,0.38,554.32,548.55,555.45,nan,714.1200000000108,100517.8
