strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,45.96,5748.97,3.115,17908.04,389,47.36,45.97,0.029266,45.07,44.73,47.58,True,524.1,6273.07
Strat_1,IVE,SELL,171.26,5940.77,4.0,23763.08,138,176.02,175.18,0.004774,168.34,165.86,176.59,True,113.44,6054.21
Strat_1,IVW,SELL,84.05,5079.74,1.89,9600.71,114,87.42,86.17,0.014334,82.96,81.64,88.26,True,137.62,5217.36
Strat_1,IWM,HOLD,179.55,6157.18,4.0,24628.72,137,185.69,185.2,0.002614,174.82,172.35,185.91,True,0.0,6157.18
Strat_1,SPY,SELL,504.38,5654.96,4.0,22619.84,44,521.86,513.16,0.016664,496.48,489.17,524.98,True,376.94,6031.9
Strat_1,USO,SELL,65.98,5813.3,4.0,23253.2,352,66.6,64.73,0.028095,63.34,62.74,66.8,True,653.3,6466.6
Strat_1,XLF,SELL,44.09,5996.62,4.0,23986.48,544,45.8,44.49,0.028598,43.92,43.24,46.22,True,685.97,6682.59
Strat_1,XLI,SELL,117.39,5197.34,2.545,13227.23,112,121.04,118.82,0.018373,116.42,114.64,121.66,True,243.02,5440.36
Strat_1,XLU,SELL,73.39,5991.52,2.32,13900.33,189,74.7,73.28,0.019,73.09,72.24,75.21,True,264.11,6255.63
Strat_1,XLV,SELL,134.47,5894.2,1.085,6395.21,47,139.43,136.8,0.018878,132.98,131.28,139.44,True,120.73,6014.93
Strat_2,SPY,BUY,504.38,96126.67,0.155,14899.63,29,521.86,at_close,0.38,496.48,489.17,524.98,nan,-736.0199999999999,95390.65
