strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,47.93,5630.97,2.305,12979.39,270,48.38,48.02,0.00749,48.41,48.1,48.56,False,-8.1,5622.87
Strat_1,IVE,SELL,183.94,3904.35,4.0,15617.4,84,185.63,184.74,0.004774,185.83,184.75,186.31,False,-16.8,3887.55
Strat_1,IVW,HOLD,95.78,4117.65,1.475,6073.53,63,97.01,96.68,0.003428,97.56,96.78,97.97,False,0.0,4117.65
Strat_1,IWM,HOLD,196.07,6157.18,3.86,23766.71,121,198.33,197.81,0.002614,200.48,198.18,201.21,False,0.0,6157.18
Strat_1,SPY,HOLD,558.47,3303.4,4.0,13213.6,23,564.73,563.81,0.001622,566.76,562.38,568.38,True,0.0,3303.4
Strat_1,USO,SELL,64.52,4247.2,4.0,16988.8,263,64.53,62.72,0.028095,64.01,63.11,64.6,False,136.76,4383.96
Strat_1,XLF,SELL,48.75,4096.71,4.0,16386.84,336,49.49,49.16,0.00662,49.76,49.33,49.94,False,-90.72,4005.99
Strat_1,XLI,SELL,132.21,4377.84,2.72,11907.72,90,133.89,133.09,0.005969,134.58,133.7,135.11,False,-62.1,4315.74
Strat_1,XLU,SELL,79.13,6797.02,2.735,18589.85,234,79.42,78.86,0.007,79.75,78.99,79.99,False,-77.22,6719.8
Strat_1,XLV,HOLD,136.64,5609.51,1.3,7292.36,53,138.79,138.57,0.001589,138.53,137.55,139.01,True,0.0,5609.51
Strat_2,SPY,BUY,558.47,101168.09,0.725,73346.87,131,564.73,at_close,0.38,566.76,562.38,568.38,nan,265.9299999999964,101434.01999999999
