strat,ticker,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,stop_price,low,high,pnl,eod_capital
Short_Open,XLU,62.0,10000.0,0.17,1700.0000000000002,27,61.51,61.08,61.52,61.05,61.78,-0.27,9999.73
Short_Open,USO,73.2,10000.0,0.39,3900.0,53,72.99,70.94,73.6,72.91,74.05,-32.33,9967.67
Short_Open,XLI,118.13,10000.0,2.0,20000.0,169,118.82,116.64,119.59,118.74,119.81,-130.13,9869.87
Short_Open,AMLP,45.48,10000.0,2.0,20000.0,439,45.95,45.61,46.01,45.68,46.17,-26.34,9973.66
Short_Open,SPY,497.21,10000.0,2.0,20000.0,40,504.01,502.02,507.5,503.02,508.49,-139.6,9860.4
