strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,52.26,5911.57,3.35,19803.76,378,52.1,51.71,0.00749,52.57,51.96,52.58,False,-177.66,5733.91
Strat_1,IVE,SELL,190.33,5887.32,4.0,23549.28,123,189.06,188.16,0.004774,191.29,189.0,191.71,False,-274.29,5613.03
Strat_1,IVW,SELL,93.5,5651.0,1.88,10623.88,113,92.14,90.82,0.014334,94.31,92.08,94.95,False,-245.21,5405.79
Strat_1,IWM,HOLD,199.51,5964.06,4.0,23856.24,119,196.78,196.27,0.002614,202.66,196.54,203.33,False,0.0,5964.06
Strat_1,SPY,SELL,560.97,5868.42,4.0,23473.68,41,555.05,552.85,0.003956,564.52,554.81,567.42,False,-388.27,5480.15
Strat_1,USO,HOLD,77.08,5931.96,4.0,23727.84,307,76.72,76.3,0.005506,77.74,76.69,77.86,False,0.0,5931.96
Strat_1,XLF,SELL,49.75,5929.97,4.0,23719.88,476,49.35,49.02,0.00662,50.16,49.27,50.33,False,-385.56,5544.41
Strat_1,XLI,SELL,131.81,5659.48,2.585,14629.76,110,130.31,129.53,0.005969,133.05,130.26,133.51,False,-301.4,5358.08
Strat_1,XLU,HOLD,79.05,5734.75,2.32,13304.62,168,78.99,78.82,0.0022,79.42,78.59,79.6,True,0.0,5734.75
Strat_1,XLV,SELL,143.34,5847.11,1.325,7747.42,54,142.77,141.85,0.006455,144.3,142.19,144.4,False,-82.62,5764.49
Strat_2,SPY,BUY,560.97,95705.72,0.165,15791.44,28,555.05,at_close,0.38,564.52,554.81,567.42,nan,265.16000000000076,95970.88
