strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,47.02,6022.62,3.29,19814.42,421,45.31,43.98,0.029266,45.96,44.01,47.55,False,-273.65,5748.97
Strat_1,IVE,SELL,172.67,5829.45,4.0,23317.8,135,168.29,167.49,0.004774,171.26,165.45,177.04,True,111.32,5940.77
Strat_1,IVW,SELL,83.65,5552.24,1.89,10493.73,125,80.27,79.12,0.014334,84.05,79.37,87.39,False,-472.5,5079.74
Strat_1,IWM,SELL,181.19,5964.06,4.0,23856.24,131,174.32,172.91,0.008095,179.55,171.74,190.25,True,193.12,6157.18
Strat_1,SPY,SELL,505.28,5566.87,4.0,22267.48,44,489.19,487.25,0.003956,504.38,481.8,523.17,True,88.09,5654.96
Strat_1,USO,SELL,67.92,5931.96,4.0,23727.84,349,65.64,63.8,0.028095,65.98,64.96,69.2,False,-118.66,5813.3
Strat_1,XLF,SELL,44.2,5841.93,4.0,23367.72,528,42.84,42.56,0.00662,44.09,42.21,45.64,True,154.69,5996.62
Strat_1,XLI,SELL,117.94,5523.4,2.545,14057.05,119,114.65,112.54,0.018373,117.39,112.75,121.8,False,-326.06,5197.34
Strat_1,XLU,SELL,74.53,5895.77,2.32,13678.19,183,73.39,72.88,0.007,73.39,71.78,75.64,True,95.75,5991.52
Strat_1,XLV,SELL,135.28,5845.52,1.29,7540.72,55,131.71,130.86,0.006455,134.47,129.66,137.36,True,48.68,5894.2
Strat_2,SPY,BUY,505.28,94410.2,0.605,57118.17,113,489.19,at_close,0.38,504.38,481.8,523.17,nan,1716.4699999999998,96126.67
