strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,SELL,48.41,5622.87,2.425,13635.46,281,48.005,47.65,0.00749,47.49,47.375,48.12,True,102.13,5725.0
Strat_1,IVE,SELL,185.83,3887.55,4.0,15550.2,83,184.81,183.93,0.004774,184.68,184.17,185.6396,False,10.79,3898.34
Strat_1,IVW,HOLD,97.56,4117.65,1.43,5888.24,60,96.705,96.37,0.003428,97.08,96.66,97.69,False,0.0,4117.65
Strat_1,IWM,HOLD,200.48,6157.18,3.86,23766.71,118,198.57,198.05,0.002614,198.94,198.08,200.5,False,0.0,6157.18
Strat_1,SPY,HOLD,566.76,3303.4,4.0,13213.6,23,562.57,561.66,0.001622,563.51,561.7,566.65,False,0.0,3303.4
Strat_1,USO,SELL,64.01,4383.96,4.0,17535.84,273,62.835,61.07,0.028095,62.37,61.75,63.02,False,126.95,4510.91
Strat_1,XLF,SELL,49.76,4005.99,4.0,16023.96,322,49.34,49.01,0.00662,49.44,49.1,49.83,False,-32.2,3973.79
Strat_1,XLI,HOLD,134.58,4315.74,2.72,11738.81,87,133.785,133.54,0.001837,134.65,133.67,135.45,False,0.0,4315.74
Strat_1,XLU,SELL,79.75,6719.8,2.645,17773.87,222,79.56,79.0,0.007,79.55,78.77,79.79,True,124.42,6844.22
Strat_1,XLV,SELL,138.53,5609.51,1.07,6002.18,43,138.3,137.41,0.006455,138.14,137.58,138.675,False,6.88,5616.39
Strat_2,SPY,BUY,566.76,101434.02,0.77,78104.2,137,562.57,at_close,0.38,563.51,561.7,566.65,nan,128.7799999999919,101562.8
