strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price,low,high,target_reached,pnl,eod_capital
Strat_1,AMLP,HOLD,47.69,5219.06,3.415,17823.09,373,47.76,47.61,0.003082,48.37,47.74,48.68,False,0.0,5219.06
Strat_1,IVE,HOLD,180.35,4075.67,4.0,16302.68,90,180.71,180.44,0.00151,179.57,179.57,181.52,True,0.0,4075.67
Strat_1,IVW,HOLD,90.99,3986.26,2.155,8590.39,94,91.15,90.84,0.003428,90.99,90.75,91.87,True,0.0,3986.26
Strat_1,IWM,HOLD,186.53,6157.18,4.0,24628.72,132,186.34,185.85,0.002614,186.76,185.84,189.05,True,0.0,6157.18
Strat_1,SPY,HOLD,539.12,3383.26,4.0,13533.04,25,539.67,538.79,0.001622,537.61,536.81,543.23,True,0.0,3383.26
Strat_1,USO,HOLD,66.66,4079.8,4.0,16319.2,244,66.47,66.1,0.005506,66.48,65.92,66.92,True,0.0,4079.8
Strat_1,XLF,HOLD,47.15,4369.39,4.0,17477.56,370,47.42,47.32,0.002013,47.27,47.23,47.9,True,0.0,4369.39
Strat_1,XLI,HOLD,126.98,4294.74,3.395,14580.64,114,126.77,126.54,0.001837,126.35,126.16,127.81,True,0.0,4294.74
Strat_1,XLU,HOLD,77.69,6475.03,2.14,13856.56,178,77.86,77.69,0.0022,77.68,77.58,78.37,True,0.0,6475.03
Strat_1,XLV,HOLD,138.54,5591.42,1.43,7995.73,57,139.0,138.78,0.001589,137.69,137.29,139.04,True,0.0,5591.42
Strat_2,SPY,BUY,539.12,99632.16,0.56,55794.01,103,539.67,at_close,0.38,537.61,536.81,543.23,nan,-212.17999999999438,99419.98000000001
