,open_low_1,open_close_1,Gap_1,open_low_0,open_close_0,Gap_0,open_low_2,open_close_2,gap_2
count,1969.0,1969.0,1969.0,516.0,516.0,516.0,2186.0,2186.0,2186.0
min,0.0,-13.1503,-13.431,2.7054,-2.1375,-24.2438,0.0603,-2.1174,-11.5968
max,10.4684,0.025,10.9328,16.6667,16.6667,28.2292,6.7045,2.6613,5.0336
mean,0.6024,-1.6433,0.1706,4.6043,3.5719,-0.0147,1.6635,0.7647,0.0591
median,0.4378,-1.2438,0.1784,4.0658,3.1991,0.0134,1.5702,0.6941,0.0991
std,0.7177,1.4013,1.3852,1.9003,1.7446,2.442,0.7968,0.753,1.1425
skew,4.2469,-2.3029,-0.1984,2.8309,2.8683,1.0579,0.8418,0.2192,-0.8397
kurtosis,35.8021,8.5608,14.4066,11.2678,15.4999,52.443,1.6202,-0.3915,8.4219
