0
Volume
Dividends
open_low
open_close
open_high
high_low
low_close
high_close
gap
SPY_mom1
SPY_mom2
SPY_mom3
SPY_mom4
SPY_mom5
SPY_mom10
SPY_mom15
SPY_mom20
SPY_mom60
SPY_mom120
SPY_mom180
SPY_mom240
ATR
MACD
hammer
hanging_man
engulfing_pattern
dark_cloud
piercing_line
morning_star
evening_star
shooting_star
inverted_hammer
harami
harami_cross
belt_hold
upsidegap_two_crows
three_black_crows
three_white_soldiers
advance_block
stalled_pattern
counterattack
tasuki
rf_three_methods
separating_lines
long_legged_doji
gravestone_doji
dragonfly_doji
tristar_doji
labels
last_day
