0
Volume
Trades
open_low
open_close
open_high
high_low
low_close
high_close
BTC-USD_mom1
BTC-USD_mom2
BTC-USD_mom3
BTC-USD_mom4
BTC-USD_mom5
BTC-USD_mom10
BTC-USD_mom15
BTC-USD_mom20
BTC-USD_mom60
BTC-USD_mom120
BTC-USD_mom180
BTC-USD_mom240
ATR
MACD
hammer
hanging_man
engulfing_pattern
dark_cloud
piercing_line
morning_star
evening_star
shooting_star
inverted_hammer
harami
harami_cross
belt_hold
upsidegap_two_crows
three_black_crows
three_white_soldiers
advance_block
stalled_pattern
counterattack
tasuki
rf_three_methods
separating_lines
labels
