,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,1198.0,1198.0,1198.0,1011.0,1011.0,1011.0,306.0,306.0,306.0
min,0.0,-0.0079,-0.0275,0.0,-0.0962,-0.0303,0.0123,-0.0174,-0.0903
max,0.0203,0.012,0.029,0.0303,-0.0015,0.0383,0.0943,0.0878,0.0563
mean,0.0074,0.0027,0.0003,0.0029,-0.0089,0.0003,0.0219,0.0165,-0.0016
median,0.007,0.0022,0.0003,0.0022,-0.0072,0.0,0.019,0.0144,-0.0008
std,0.0035,0.0037,0.004,0.0028,0.0071,0.0047,0.0098,0.0088,0.0103
skew,0.4248,0.3565,0.1946,2.4872,-4.4925,1.4219,3.2135,2.6176,-3.0828
kurtosis,-0.3496,-0.6196,6.8645,12.7839,37.6272,15.5257,15.425,15.8917,28.0308
