,open_low_0,open_close_0,gap_0,open_low_1,open_close_1,gap_1,open_low_2,open_close_2,gap_2
count,230.0,230.0,230.0,1107.0,1107.0,1107.0,1180.0,1180.0,1180.0
min,1.0138,-1.4361,-6.4199,0.0,-6.3777,-9.2763,0.0413,-0.696,-1.9873
max,7.5596,6.7379,3.5938,3.6684,-0.0255,5.0011,1.8704,0.9849,4.3577
mean,1.7714,1.366,-0.0533,0.2059,-0.6043,0.0106,0.5837,0.2427,0.0233
median,1.5476,1.2159,0.0,0.153,-0.4748,0.0278,0.5473,0.2038,0.0229
std,0.7806,0.7783,0.8204,0.2395,0.519,0.5683,0.2885,0.2781,0.3953
skew,3.1368,2.2178,-2.4861,5.1493,-3.5883,-4.7559,0.7227,0.3598,1.0324
kurtosis,15.6593,13.0611,21.3533,53.4536,24.5453,81.2836,0.6214,-0.4888,15.4086
